File,Transcription,Category,mp3 file,,,,,,,,,,,,,,
1882,Newton,Destination,1882.mp3,,,,,,,,,,,,,,
1883,Worcester,Destination,1883.mp3,,,,,,,,,,,,,,
1884,Airbles,Destination,1884.mp3,,,,,,,,,,,,,,
1885,Airdrie,Destination,1885.mp3,,,,,,,,,,,,,,
1886,Alexandria,Destination,1886.mp3,,,,,,,,,,,,,,
1887,Alness,Destination,1887.mp3,,,,,,,,,,,,,,
1888,Altnabreac,Destination,1888.mp3,,,,,,,,,,,,,,
1889,Devonport,Destination,1889.mp3,,,,,,,,,,,,,,
1890,Dockyard,Destination,1890.mp3,,,,,,,,,,,,,,
1891,Hull,Destination,1891.mp3,,,,,,,,,,,,,,
1892,Exeter St Thomas,Destination,1892.mp3,,,,,,,,,,,,,,
1893,Huntingdon,Destination,1893.mp3,,,,,,,,,,,,,,
1894,Hunts Cross,Destination,1894.mp3,,,,,,,,,,,,,,
1895,Melksham,Destination,1895.mp3,,,,,,,,,,,,,,
1896,Menheniot,Destination,1896.mp3,,,,,,,,,,,,,,
1897,Inverkeithing,Destination,1897.mp3,,,,,,,,,,,,,,
1898,Inverness,Destination,1898.mp3,,,,,,,,,,,,,,
1899,Saltash,Destination,1899.mp3,,,,,,,,,,,,,,
1900,Sandwell and Dudley,Destination,1900.mp3,,,,,,,,,,,,,,
1901,Kennishead,Destination,1901.mp3,,,,,,,,,,,,,,
1902,St Budeaux Ferry Road,Destination,1902.mp3,,,,,,,,,,,,,,
1903,St Germans,Destination,1903.mp3,,,,,,,,,,,,,,
1904,Kidderminster,Destination,1904.mp3,,,,,,,,,,,,,,
1905,Kilmarnock,Destination,1905.mp3,,,,,,,,,,,,,,
1906,Kilmaurs,Destination,1906.mp3,,,,,,,,,,,,,,
1907,Kirkcaldy,Destination,1907.mp3,,,,,,,,,,,,,,
1908,and,Destination,1908.mp3,,,,,,,,,,,,,,
1909,Ladybank,Destination,1909.mp3,,,,,,,,,,,,,,
1910,Lancaster,Destination,1910.mp3,,,,,,,,,,,,,,
1912,Leamington Spa,Destination,1912.mp3,,,,,,,,,,,,,,
1913,Leeds,Destination,1913.mp3,,,,,,,,,,,,,,
1914,Leicester,Destination,1914.mp3,,,,,,,,,,,,,,
1915,Leuchars,Destination,1915.mp3,,,,,,,,,,,,,,
1916,Liskeard,Destination,1916.mp3,,,,,,,,,,,,,,
1918,Liverpool Lime Street,Destination,1918.mp3,,,,,,,,,,,,,,
1919,Lockerbie,Destination,1919.mp3,,,,,,,,,,,,,,
1920,London Euston,Destination,1920.mp3,,,,,,,,,,,,,,
1921,London King's Cross,Destination,1921.mp3,,,,,,,,,,,,,,
1922,London Marylebone,Destination,1922.mp3,,,,,,,,,,,,,,
1923,London Moorgate,Destination,1923.mp3,,,,,,,,,,,,,,
1924,London Paddington,Destination,1924.mp3,,,,,,,,,,,,,,
1925,London St Pancras,Destination,1925.mp3,,,,,,,,,,,,,,
1926,Lostwithiel,Destination,1926.mp3,,,,,,,,,,,,,,
1927,Anderston,Destination,1927.mp3,,,,,,,,,,,,,,
1928,Ardgay,Destination,1928.mp3,,,,,,,,,,,,,,
1929,Argyle Street,Destination,1929.mp3,,,,,,,,,,,,,,
1930,Ashfield,Destination,1930.mp3,,,,,,,,,,,,,,
1931,Banavie,Destination,1931.mp3,,,,,,,,,,,,,,
1932,Bearsden,Destination,1932.mp3,,,,,,,,,,,,,,
1933,Beasdale,Destination,1933.mp3,,,,,,,,,,,,,,
1934,Manchester Airport,Destination,1934.mp3,,,,,,,,,,,,,,
1935,Blairhill,Destination,1935.mp3,,,,,,,,,,,,,,
1936,Blantyre,Destination,1936.mp3,,,,,,,,,,,,,,
1937,Manchester Oxford Road,Destination,1937.mp3,,,,,,,,,,,,,,
1938,Bogston,Destination,1938.mp3,,,,,,,,,,,,,,
1939,Upper Tyndrum,Destination,1939.mp3,,,,,,,,,,,,,,
1940,Bowling,Destination,1940.mp3,,,,,,,,,,,,,,
1941,Manchester Piccadilly,Destination,1941.mp3,,,,,,,,,,,,,,
1942,Bridge of Orchy,Destination,1942.mp3,,,,,,,,,,,,,,
1943,Bridgeton,Destination,1943.mp3,,,,,,,,,,,,,,
1944,Brodick,Destination,1944.mp3,,,,,,,,,,,,,,
1945,Manchester Victoria,Destination,1945.mp3,,,,,,,,,,,,,,
1946,Manchester,Destination,1946.mp3,,,,,,,,,,,,,,
1947,Hamilton West,Destination,1947.mp3,,,,,,,,,,,,,,
1948,Market Harborough,Destination,1948.mp3,,,,,,,,,,,,,,
1949,Markinch,Destination,1949.mp3,,,,,,,,,,,,,,
1950,Newton,Destination,1950.mp3,,,,,,,,,,,,,,
1951,Mauldeth Road,Destination,1951.mp3,,,,,,,,,,,,,,
1952,Maybole,Destination,1952.mp3,,,,,,,,,,,,,,
1953,Meadowhall,Destination,1953.mp3,,,,,,,,,,,,,,
1955,Metrocentre,Destination,1955.mp3,,,,,,,,,,,,,,
1956,Middlesborough,Destination,1956.mp3,,,,,,,,,,,,,,
1958,Montrose,Destination,1958.mp3,,,,,,,,,,,,,,
1959,Morpeth,Destination,1959.mp3,,,,,,,,,,,,,,
1961,Motherwell,Destination,1961.mp3,,,,,,,,,,,,,,
1970,Newark Northgate,Destination,1970.mp3,,,,,,,,,,,,,,
1971,Newcastle,Destination,1971.mp3,,,,,,,,,,,,,,
1973,New Cumnock,Destination,1973.mp3,,,,,,,,,,,,,,
1977,Newquay,Destination,1977.mp3,,,,,,,,,,,,,,
1978,Newton Abbot,Destination,1978.mp3,,,,,,,,,,,,,,
1981,Newton-on-Ayr,Destination,1981.mp3,,,,,,,,,,,,,,
1982,Nitshill,Destination,1982.mp3,,,,,,,,,,,,,,
1983,Northallerton,Destination,1983.mp3,,,,,,,,,,,,,,
1984,Nottingham,Destination,1984.mp3,,,,,,,,,,,,,,
1985,Anniesland,Destination,1985.mp3,,,,,,,,,,,,,,
1986,Oxford,Destination,1986.mp3,,,,,,,,,,,,,,
1987,Ardlui ,Destination,1987.mp3,,,,,,,,,,,,,,
1988,Ardrossan Harbour,Destination,1988.mp3,,,,,,,,,,,,,,
1989,Ardrossan South Beach,Destination,1989.mp3,,,,,,,,,,,,,,
1990,Ardrossan Town,Destination,1990.mp3,,,,,,,,,,,,,,
1991,Arisaig,Destination,1991.mp3,,,,,,,,,,,,,,
1992,Arrochar & Tarbet,Destination,1992.mp3,,,,,,,,,,,,,,
1993,Attadale ,Destination,1993.mp3,,,,,,,,,,,,,,
1994,Baillieston ,Destination,1994.mp3,,,,,,,,,,,,,,
1995,Oxenholme Lake District,Destination,1995.mp3,,,,,,,,,,,,,,
1996,Balloch,Destination,1996.mp3,,,,,,,,,,,,,,
1997,Barassie,Destination,1997.mp3,,,,,,,,,,,,,,
1998,Bargeddie,Destination,1998.mp3,,,,,,,,,,,,,,
1999,Bellgrove,Destination,1999.mp3,,,,,,,,,,,,,,
2000,Brora,Destination,2000.mp3,,,,,,,,,,,,,,
2001,Busby,Destination,2001.mp3,,,,,,,,,,,,,,
2002,Carmyle,Destination,2002.mp3,,,,,,,,,,,,,,
2003,Oxenholme the Lake District,Destination,2003.mp3,,,,,,,,,,,,,,
2004,Coatbridge Central,Destination,2004.mp3,,,,,,,,,,,,,,
2005,Coatbridge Sunnyside,Destination,2005.mp3,,,,,,,,,,,,,,
2006,Corpach,Destination,2006.mp3,,,,,,,,,,,,,,
2007,Corrour ,Destination,2007.mp3,,,,,,,,,,,,,,
2008,Crianlarich,Destination,2008.mp3,,,,,,,,,,,,,,
2009,Crosshill,Destination,2009.mp3,,,,,,,,,,,,,,
2010,Paddington,Destination,2010.mp3,,,,,,,,,,,,,,
2011,Dalreoch,Destination,2011.mp3,,,,,,,,,,,,,,
2012,Dalmally,Destination,2012.mp3,,,,,,,,,,,,,,
2013,Dalmarnock,Destination,2013.mp3,,,,,,,,,,,,,,
2014,Dalmuir,Destination,2014.mp3,,,,,,,,,,,,,,
2015,Drumfrochar,Destination,2015.mp3,,,,,,,,,,,,,,
2016,Drumgelloch,Destination,2016.mp3,,,,,,,,,,,,,,
2017,Drumry,Destination,2017.mp3,,,,,,,,,,,,,,
2018,Duirinish,Destination,2018.mp3,,,,,,,,,,,,,,
2019,Padgate,Destination,2019.mp3,,,,,,,,,,,,,,
2020,Dumbreck,Destination,2020.mp3,,,,,,,,,,,,,,
2021,Duncraig,Destination,2021.mp3,,,,,,,,,,,,,,
2022,Easterhouse,Destination,2022.mp3,,,,,,,,,,,,,,
2023,Paignton,Destination,2023.mp3,,,,,,,,,,,,,,
2024,Fauldhouse,Destination,2024.mp3,,,,,,,,,,,,,,
2025,Fairlie,Destination,2025.mp3,,,,,,,,,,,,,,
2026,Falls of Cruachan,Destination,2026.mp3,,,,,,,,,,,,,,
2027,Fauldhouse,Destination,2027.mp3,,,,,,,,,,,,,,
2028,Fearn,Destination,2028.mp3,,,,,,,,,,,,,,
2029,Forsinard,Destination,2029.mp3,,,,,,,,,,,,,,
2030,Fort Matilda,Destination,2030.mp3,,,,,,,,,,,,,,
2031,Garelochhead,Destination,2031.mp3,,,,,,,,,,,,,,
2032,Garrowhill,Destination,2032.mp3,,,,,,,,,,,,,,
2033,Par,Destination,2033.mp3,,,,,,,,,,,,,,
2034,Garscadden,Destination,2034.mp3,,,,,,,,,,,,,,
2035,Garve,Destination,2035.mp3,,,,,,,,,,,,,,
2036,Glengarnock,Destination,2036.mp3,,,,,,,,,,,,,,
2037,Giffnock,Destination,2037.mp3,,,,,,,,,,,,,,
2038,Glenfinnan,Destination,2038.mp3,,,,,,,,,,,,,,
2039,Gourock,Destination,2039.mp3,,,,,,,,,,,,,,
2040,Greenfaulds,Destination,2040.mp3,,,,,,,,,,,,,,
2041,Greenock Central,Destination,2041.mp3,,,,,,,,,,,,,,
2042,Greenock West,Destination,2042.mp3,,,,,,,,,,,,,,
2043,Hairmyres,Destination,2043.mp3,,,,,,,,,,,,,,
2044,Hawkhead,Destination,2044.mp3,,,,,,,,,,,,,,
2045,Helensburgh Central,Destination,2045.mp3,,,,,,,,,,,,,,
2046,Helensburgh Upper,Destination,2046.mp3,,,,,,,,,,,,,,
2047,Helmsdale,Destination,2047.mp3,,,,,,,,,,,,,,
2048,Hillfoot,Destination,2048.mp3,,,,,,,,,,,,,,
2049,IBM,Destination,2049.mp3,,,,,,,,,,,,,,
2050,Invergordon,Destination,2050.mp3,,,,,,,,,,,,,,
2051,Inverkip,Destination,2051.mp3,,,,,,,,,,,,,,
2052,Invershin,Destination,2052.mp3,,,,,,,,,,,,,,
2053,Irvine,Destination,2053.mp3,,,,,,,,,,,,,,
2054,Jordanhill,Destination,2054.mp3,,,,,,,,,,,,,,
2055,Kilcreggan,Destination,2055.mp3,,,,,,,,,,,,,,
2056,Kildonan,Destination,2056.mp3,,,,,,,,,,,,,,
2057,Kilwinning,Destination,2057.mp3,,,,,,,,,,,,,,
2058,Kinbrace,Destination,2058.mp3,,,,,,,,,,,,,,
2059,King's Park,Destination,2059.mp3,,,,,,,,,,,,,,
2060,Kirkhill,Destination,2060.mp3,,,,,,,,,,,,,,
2061,Kirkwood,Destination,2061.mp3,,,,,,,,,,,,,,
2062,Penzance,Destination,2062.mp3,,,,,,,,,,,,,,
2063,Kyle of Lochalsh,Destination,2063.mp3,,,,,,,,,,,,,,
2064,Lairg,Destination,2064.mp3,,,,,,,,,,,,,,
2065,Lanark,Destination,2065.mp3,,,,,,,,,,,,,,
2066,Langbank,Destination,2066.mp3,,,,,,,,,,,,,,
2067,Langside,Destination,2067.mp3,,,,,,,,,,,,,,
2068,Perth,Destination,2068.mp3,,,,,,,,,,,,,,
2069,Largs,Destination,2069.mp3,,,,,,,,,,,,,,
2070,Peterborough,Destination,2070.mp3,,,,,,,,,,,,,,
2071,Achanalt,Destination,2071.mp3,,,,,,,,,,,,,,
2072,Achnasheen,Destination,2072.mp3,,,,,,,,,,,,,,
2073,Achnashellach,Destination,2073.mp3,,,,,,,,,,,,,,
2074,Loch Eil Outward Bound,Destination,2074.mp3,,,,,,,,,,,,,,
2075,Lochluichart,Destination,2075.mp3,,,,,,,,,,,,,,
2076,Locheilside,Destination,2076.mp3,,,,,,,,,,,,,,
2077,Lochluichart,Destination,2077.mp3,,,,,,,,,,,,,,
2078,Lochwinnoch,Destination,2078.mp3,,,,,,,,,,,,,,
2079,Loch Awe,Destination,2079.mp3,,,,,,,,,,,,,,
2080,Plymouth,Destination,2080.mp3,,,,,,,,,,,,,,
2081,Mallaig,Destination,2081.mp3,,,,,,,,,,,,,,
2082,Pollokshaws West,Destination,2082.mp3,,,,,,,,,,,,,,
2083,Maxwell Park,Destination,2083.mp3,,,,,,,,,,,,,,
2084,Milliken Park,Destination,2084.mp3,,,,,,,,,,,,,,
2085,Milngavie,Destination,2085.mp3,,,,,,,,,,,,,,
2086,Morar,Destination,2086.mp3,,,,,,,,,,,,,,
2087,Mosspark,Destination,2087.mp3,,,,,,,,,,,,,,
2088,Mount Florida,Destination,2088.mp3,,,,,,,,,,,,,,
2089,Mount Vernon,Destination,2089.mp3,,,,,,,,,,,,,,
2090,Muir of Ord,Destination,2090.mp3,,,,,,,,,,,,,,
2091,Muirend,Destination,2091.mp3,,,,,,,,,,,,,,
2092,Neilston,Destination,2092.mp3,,,,,,,,,,,,,,
2093,Oban,Destination,2093.mp3,,,,,,,,,,,,,,
2094,Poole,Destination,2094.mp3,,,,,,,,,,,,,,
2095,Paisley Canal,Destination,2095.mp3,,,,,,,,,,,,,,
2096,Paisley Gilmour Street,Destination,2096.mp3,,,,,,,,,,,,,,
2097,Paisley St James,Destination,2097.mp3,,,,,,,,,,,,,,
2098,Partick,Destination,2098.mp3,,,,,,,,,,,,,,
2099,Plockton,Destination,2099.mp3,,,,,,,,,,,,,,
2100,Pollokshaws East,Destination,2100.mp3,,,,,,,,,,,,,,
2101,Pollokshields East,Destination,2101.mp3,,,,,,,,,,,,,,
2102,Pollokshields West,Destination,2102.mp3,,,,,,,,,,,,,,
2103,Port Glasgow,Destination,2103.mp3,,,,,,,,,,,,,,
2104,Possilpark & Parkhouse,Destination,2104.mp3,,,,,,,,,,,,,,
2105,Portlethen,Destination,2105.mp3,,,,,,,,,,,,,,
2106,Portlethen,Destination,2106.mp3,,,,,,,,,,,,,,
2107,Prestwick International Airport,Destination,2107.mp3,,,,,,,,,,,,,,
2108,Prestwick Town,Destination,2108.mp3,,,,,,,,,,,,,,
2109,Queen's Park,Destination,2109.mp3,,,,,,,,,,,,,,
2110,Rannoch,Destination,2110.mp3,,,,,,,,,,,,,,
2111,Renton,Destination,2111.mp3,,,,,,,,,,,,,,
2112,Rothesay,Destination,2112.mp3,,,,,,,,,,,,,,
2113,Roy Bridge,Destination,2113.mp3,,,,,,,,,,,,,,
2114,Prestwick Town,Destination,2114.mp3,,,,,,,,,,,,,,
2115,Rutherglen,Destination,2115.mp3,,,,,,,,,,,,,,
2116,Saltcoats,Destination,2116.mp3,,,,,,,,,,,,,,
2117,Scotscalder,Destination,2117.mp3,,,,,,,,,,,,,,
2118,Scotstounhill,Destination,2118.mp3,,,,,,,,,,,,,,
2119,Priesthill and Darnley,Destination,2119.mp3,,,,,,,,,,,,,,
2120,Shawlands,Destination,2120.mp3,,,,,,,,,,,,,,
2121,Shettleston,Destination,2121.mp3,,,,,,,,,,,,,,
2122,Shieldmuir,Destination,2122.mp3,,,,,,,,,,,,,,
2123,Singer,Destination,2123.mp3,,,,,,,,,,,,,,
2124,Preston,Destination,2124.mp3,,,,,,,,,,,,,,
2125,Spean Bridge,Destination,2125.mp3,,,,,,,,,,,,,,
2126,Springburn,Destination,2126.mp3,,,,,,,,,,,,,,
2127,Quintrell Downs,Destination,2127.mp3,,,,,,,,,,,,,,
2128,Stepps,Destination,2128.mp3,,,,,,,,,,,,,,
2129,Stevenston,Destination,2129.mp3,,,,,,,,,,,,,,
2130,Summerston,Destination,2130.mp3,,,,,,,,,,,,,,
2131,Thornliebank,Destination,2131.mp3,,,,,,,,,,,,,,
2132,Tyndrum Lower,Destination,2132.mp3,,,,,,,,,,,,,,
2133,Reading,Destination,2133.mp3,,,,,,,,,,,,,,
2134,Wemyss Bay,Destination,2134.mp3,,,,,,,,,,,,,,
2135,West Kilbride,Destination,2135.mp3,,,,,,,,,,,,,,
2136,Whinhill,Destination,2136.mp3,,,,,,,,,,,,,,
2137,Whitecraigs,Destination,2137.mp3,,,,,,,,,,,,,,
2138,Yoker,Destination,2138.mp3,,,,,,,,,,,,,,
2139,Alexandra Parade,Destination,2139.mp3,,,,,,,,,,,,,,
2140,Barnhill,Destination,2140.mp3,,,,,,,,,,,,,,
2141,Bishopton,Destination,2141.mp3,,,,,,,,,,,,,,
2142,Redruth,Destination,2142.mp3,,,,,,,,,,,,,,
2143,Branchton,Destination,2143.mp3,,,,,,,,,,,,,,
2144,Breich,Destination,2144.mp3,,,,,,,,,,,,,,
2145,Burnside,Destination,2145.mp3,,,,,,,,,,,,,,
2146,Retford,Destination,2146.mp3,,,,,,,,,,,,,,
2147,Cardonald ,Destination,2147.mp3,,,,,,,,,,,,,,
2148,Cardross,Destination,2148.mp3,,,,,,,,,,,,,,
2149,Carluke,Destination,2149.mp3,,,,,,,,,,,,,,
2150,Carntyne,Destination,2150.mp3,,,,,,,,,,,,,,
2151,Cartsdyke,Destination,2151.mp3,,,,,,,,,,,,,,
2152,Kilwinning,Destination,2152.mp3,,,,,,,,,,,,,,
2153,Cathcart,Destination,2153.mp3,,,,,,,,,,,,,,
2154,Chapel-en-le-Frith,Destination,2154.mp3,,,,,,,,,,,,,,
2155,Charing Cross,Destination,2155.mp3,,,,,,,,,,,,,,
2156,Clarkston,Destination,2156.mp3,,,,,,,,,,,,,,
2157,Clydebank,Destination,2157.mp3,,,,,,,,,,,,,,
2158,Coatdyke,Destination,2158.mp3,,,,,,,,,,,,,,
2159,Connel Ferry,Destination,2159.mp3,,,,,,,,,,,,,,
2160,Corkerhill,Destination,2160.mp3,,,,,,,,,,,,,,
2161,Craigendoran,Destination,2161.mp3,,,,,,,,,,,,,,
2162,Croftfoot,Destination,2162.mp3,,,,,,,,,,,,,,
2163,Crookston,Destination,2163.mp3,,,,,,,,,,,,,,
2164,Culrain,Destination,2164.mp3,,,,,,,,,,,,,,
2165,Cumbernauld,Destination,2165.mp3,,,,,,,,,,,,,,
2166,Dalreoch,Destination,2166.mp3,,,,,,,,,,,,,,
2167,Dalry,Destination,2167.mp3,,,,,,,,,,,,,,
2168,Roche,Destination,2168.mp3,,,,,,,,,,,,,,
2169,Dingwall,Destination,2169.mp3,,,,,,,,,,,,,,
2170,Drumchapel,Destination,2170.mp3,,,,,,,,,,,,,,
2171,Duke Street,Destination,2171.mp3,,,,,,,,,,,,,,
2172,Dumbarton Central,Destination,2172.mp3,,,,,,,,,,,,,,
2173,Dunrobin Castle,Destination,2173.mp3,,,,,,,,,,,,,,
2174,East Kilbride,Destination,2174.mp3,,,,,,,,,,,,,,
2175,Fort William ,Destination,2175.mp3,,,,,,,,,,,,,,
2176,Georgemas ,Destination,2176.mp3,,,,,,,,,,,,,,
2177,Golspie,Destination,2177.mp3,,,,,,,,,,,,,,
2178,Hamilton Central,Destination,2178.mp3,,,,,,,,,,,,,,
2179,High Street,Destination,2179.mp3,,,,,,,,,,,,,,
2180,Hillington East,Destination,2180.mp3,,,,,,,,,,,,,,
2181,Hillington West,Destination,2181.mp3,,,,,,,,,,,,,,
2182,Hyndland,Destination,2182.mp3,,,,,,,,,,,,,,
2183,Salford Crescent ,Destination,2183.mp3,,,,,,,,,,,,,,
2184,Maryhill,Destination,2184.mp3,,,,,,,,,,,,,,
2185,Neilston,Destination,2185.mp3,,,,,,,,,,,,,,
2186,Patterton,Destination,2186.mp3,,,,,,,,,,,,,,
2187,Rogart,Destination,2187.mp3,,,,,,,,,,,,,,
2188,Stratford,Destination,2188.mp3,,,,,,,,,,,,,,
2189,Strathcarron,Destination,2189.mp3,,,,,,,,,,,,,,
2190,Tain,Destination,2190.mp3,,,,,,,,,,,,,,
2191,Taynuilt,Destination,2191.mp3,,,,,,,,,,,,,,
2192,Thorntonhall,Destination,2192.mp3,,,,,,,,,,,,,,
2193,Thurso,Destination,2193.mp3,,,,,,,,,,,,,,
2194,Tulloch,Destination,2194.mp3,,,,,,,,,,,,,,
2195,Sanquhar,Destination,2195.mp3,,,,,,,,,,,,,,
2196,Upper Tyndrum,Destination,2196.mp3,,,,,,,,,,,,,,
2197,Westerton,Destination,2197.mp3,,,,,,,,,,,,,,
2198,Scarborough,Destination,2198.mp3,,,,,,,,,,,,,,
2199,Whifflet,Destination,2199.mp3,,,,,,,,,,,,,,
2200,Williamwood,Destination,2200.mp3,,,,,,,,,,,,,,
2201,Wishaw,Destination,2201.mp3,,,,,,,,,,,,,,
2202,Woodhall,Destination,2202.mp3,,,,,,,,,,,,,,
2203,Wick,Destination,2203.mp3,,,,,,,,,,,,,,
2204,Carfin,Destination,2204.mp3,,,,,,,,,,,,,,
2205,Dalgety Bay,Destination,2205.mp3,,,,,,,,,,,,,,
2206,Dalwhinnie,Destination,2206.mp3,,,,,,,,,,,,,,
2207,Dumbarton East,Destination,2207.mp3,,,,,,,,,,,,,,
2208,Kilpatrick,Destination,2208.mp3,,,,,,,,,,,,,,
2209,Kirknewton,Destination,2209.mp3,,,,,,,,,,,,,,
2210,Musselburgh,Destination,2210.mp3,,,,,,,,,,,,,,
2211,Sheffield,Destination,2211.mp3,,,,,,,,,,,,,,
2214,Springfield,Destination,2214.mp3,,,,,,,,,,,,,,
2215,Anniesland,Destination,2215.mp3,,,,,,,,,,,,,,
2216,Ardlui,Destination,2216.mp3,,,,,,,,,,,,,,
2217,Ardrossan Harbour,Destination,2217.mp3,,,,,,,,,,,,,,
2218,Ardrossan South Beach,Destination,2218.mp3,,,,,,,,,,,,,,
2219,Ardrossan Town,Destination,2219.mp3,,,,,,,,,,,,,,
2220,Arisaig,Destination,2220.mp3,,,,,,,,,,,,,,
2221,Arrochar & Tarbet,Destination,2221.mp3,,,,,,,,,,,,,,
2222,Attadale,Destination,2222.mp3,,,,,,,,,,,,,,
2223,Baillieston,Destination,2223.mp3,,,,,,,,,,,,,,
2224,Balloch,Destination,2224.mp3,,,,,,,,,,,,,,
2225,Barassie,Destination,2225.mp3,,,,,,,,,,,,,,
2226,Bargeddie,Destination,2226.mp3,,,,,,,,,,,,,,
2227,Bellgrove,Destination,2227.mp3,,,,,,,,,,,,,,
2228,Brora,Destination,2228.mp3,,,,,,,,,,,,,,
2229,Busby,Destination,2229.mp3,,,,,,,,,,,,,,
2230,Carmyle,Destination,2230.mp3,,,,,,,,,,,,,,
2231,Coatbridge Central,Destination,2231.mp3,,,,,,,,,,,,,,
2232,Coatbridge Sunnyside,Destination,2232.mp3,,,,,,,,,,,,,,
2233,Corpach,Destination,2233.mp3,,,,,,,,,,,,,,
2234,Corrour,Destination,2234.mp3,,,,,,,,,,,,,,
2235,Crianlarich,Destination,2235.mp3,,,,,,,,,,,,,,
2236,Crosshill,Destination,2236.mp3,,,,,,,,,,,,,,
2237,Dalreoch,Destination,2237.mp3,,,,,,,,,,,,,,
2238,Dalmally,Destination,2238.mp3,,,,,,,,,,,,,,
2239,Dalmarnock,Destination,2239.mp3,,,,,,,,,,,,,,
2240,Dalmuir,Destination,2240.mp3,,,,,,,,,,,,,,
2241,Drumfrochar,Destination,2241.mp3,,,,,,,,,,,,,,
2242,Drumgelloch,Destination,2242.mp3,,,,,,,,,,,,,,
2243,Drumry,Destination,2243.mp3,,,,,,,,,,,,,,
2244,Duirinish,Destination,2244.mp3,,,,,,,,,,,,,,
2245,Dumbreck,Destination,2245.mp3,,,,,,,,,,,,,,
2246,Duncraig,Destination,2246.mp3,,,,,,,,,,,,,,
2247,Easterhouse,Destination,2247.mp3,,,,,,,,,,,,,,
2248,Fairlie,Destination,2248.mp3,,,,,,,,,,,,,,
2249,Falls of Cruachan,Destination,2249.mp3,,,,,,,,,,,,,,
2250,Fauldhouse,Destination,2250.mp3,,,,,,,,,,,,,,
2251,Fearn,Destination,2251.mp3,,,,,,,,,,,,,,
2252,Forsinard,Destination,2252.mp3,,,,,,,,,,,,,,
2253,Fort Matilda,Destination,2253.mp3,,,,,,,,,,,,,,
2254,Garelochhead,Destination,2254.mp3,,,,,,,,,,,,,,
2255,Garrowhill,Destination,2255.mp3,,,,,,,,,,,,,,
2256,St Austell,Destination,2256.mp3,,,,,,,,,,,,,,
2257,Garscadden,Destination,2257.mp3,,,,,,,,,,,,,,
2258,Garve,Destination,2258.mp3,,,,,,,,,,,,,,
2259,Glengarnock,Destination,2259.mp3,,,,,,,,,,,,,,
2260,Giffnock,Destination,2260.mp3,,,,,,,,,,,,,,
2261,Glenfinnan,Destination,2261.mp3,,,,,,,,,,,,,,
2262,Gourock,Destination,2262.mp3,,,,,,,,,,,,,,
2263,St Columb Road,Destination,2263.mp3,,,,,,,,,,,,,,
2264,Greenfaulds,Destination,2264.mp3,,,,,,,,,,,,,,
2265,Greenock Central,Destination,2265.mp3,,,,,,,,,,,,,,
2266,Greenock West,Destination,2266.mp3,,,,,,,,,,,,,,
2267,St Erth,Destination,2267.mp3,,,,,,,,,,,,,,
2268,Hairmyres,Destination,2268.mp3,,,,,,,,,,,,,,
2269,Hawkhead,Destination,2269.mp3,,,,,,,,,,,,,,
2270,Helensburgh Central,Destination,2270.mp3,,,,,,,,,,,,,,
2271,Helensburgh Upper,Destination,2271.mp3,,,,,,,,,,,,,,
2272,Helmsdale,Destination,2272.mp3,,,,,,,,,,,,,,
2273,Hillfoot,Destination,2273.mp3,,,,,,,,,,,,,,
2274,IBM,Destination,2274.mp3,,,,,,,,,,,,,,
2275,Invergordon,Destination,2275.mp3,,,,,,,,,,,,,,
2276,Inverkip,Destination,2276.mp3,,,,,,,,,,,,,,
2277,Invershin,Destination,2277.mp3,,,,,,,,,,,,,,
2278,Irvine,Destination,2278.mp3,,,,,,,,,,,,,,
2279,Jordanhill,Destination,2279.mp3,,,,,,,,,,,,,,
2280,Kilcreggan,Destination,2280.mp3,,,,,,,,,,,,,,
2281,Stewarton,Destination,2281.mp3,,,,,,,,,,,,,,
2282,Kildonan,Destination,2282.mp3,,,,,,,,,,,,,,
2283,Kilwinning,Destination,2283.mp3,,,,,,,,,,,,,,
2284,Kinbrace,Destination,2284.mp3,,,,,,,,,,,,,,
2285,King's Park,Destination,2285.mp3,,,,,,,,,,,,,,
2286,Kirkhill,Destination,2286.mp3,,,,,,,,,,,,,,
2287,Kirkwood,Destination,2287.mp3,,,,,,,,,,,,,,
2288,Stevenage,Destination,2288.mp3,,,,,,,,,,,,,,
2289,Kyle of Lochalsh,Destination,2289.mp3,,,,,,,,,,,,,,
2290,Lairg,Destination,2290.mp3,,,,,,,,,,,,,,
2291,Lanark,Destination,2291.mp3,,,,,,,,,,,,,,
2292,Langbank,Destination,2292.mp3,,,,,,,,,,,,,,
2293,Langside,Destination,2293.mp3,,,,,,,,,,,,,,
2294,Stranraer,Destination,2294.mp3,,,,,,,,,,,,,,
2295,Largs,Destination,2295.mp3,,,,,,,,,,,,,,
2296,Achanalt,Destination,2296.mp3,,,,,,,,,,,,,,
2297,Achnasheen,Destination,2297.mp3,,,,,,,,,,,,,,
2298,Achnashellach,Destination,2298.mp3,,,,,,,,,,,,,,
2299,Loch Eil Outward Bound,Destination,2299.mp3,,,,,,,,,,,,,,
2300,Lochailort,Destination,2300.mp3,,,,,,,,,,,,,,
2301,Locheilside,Destination,2301.mp3,,,,,,,,,,,,,,
2302,Lochluichart,Destination,2302.mp3,,,,,,,,,,,,,,
2303,Lochwinnoch,Destination,2303.mp3,,,,,,,,,,,,,,
2304,Loch Awe,Destination,2304.mp3,,,,,,,,,,,,,,
